StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1345678901235,A01,1,D,D,Yes,FSAS - Random 5261
1345678901235,A02,2,C,A,No,FSAS - Random 5261
1345678901235,A03,3,B,A,No,FSAS - Random 5261
1345678901235,A04,4,C,C,Yes,FSAS - Random 5261
1345678901235,A05,5,D,D,Yes,FSAS - Random 5261
1345678901235,A06,6,D,A,No,FSAS - Random 5261
1345678901235,A07,7,C,D,No,FSAS - Random 5261
1345678901235,A08,8,B,A,No,FSAS - Random 5261
1345678901235,A09,9,A,A,Yes,FSAS - Random 5261
1345678901235,A10,10,B,B,Yes,FSAS - Random 5261
1345678901235,A11,11,A,B,No,FSAS - Random 5261
1345678901235,A12,12,C,D,No,FSAS - Random 5261
1345678901235,A13,13,D,A,No,FSAS - Random 5261
1345678901235,A14,14,C,D,No,FSAS - Random 5261
1345678901235,A15,15,B,B,Yes,FSAS - Random 5261
1345678901235,A16,16,B,C,No,FSAS - Random 5261
1345678901235,A17,17,A,A,Yes,FSAS - Random 5261
1345678901235,A18,18,C,C,Yes,FSAS - Random 5261
1345678901235,A19,19,B,B,Yes,FSAS - Random 5261
1345678901235,A20,20,C,A,No,FSAS - Random 5261
1345678901235,B01,21,no response,A,No,FSAS - Random 5261
1345678901235,B02,22,B,A,No,FSAS - Random 5261
1345678901235,B03,23,A,C,No,FSAS - Random 5261
1345678901235,B04,24,B,B,Yes,FSAS - Random 5261
1345678901235,B05,25,B,A,No,FSAS - Random 5261
1345678901235,B06,26,C,D,No,FSAS - Random 5261
1345678901235,B07,27,D,B,No,FSAS - Random 5261
1345678901235,B08,28,C,C,Yes,FSAS - Random 5261
1345678901235,B09,29,B,A,No,FSAS - Random 5261
1345678901235,B10,30,C,B,No,FSAS - Random 5261
1345678901235,B11,31,A,A,Yes,FSAS - Random 5261
1345678901235,B12,32,C,A,No,FSAS - Random 5261
1345678901235,B13,33,B,C,No,FSAS - Random 5261
1345678901235,B14,34,A,D,No,FSAS - Random 5261
1345678901235,B15,35,B,B,Yes,FSAS - Random 5261
1345678901235,C01,36,C,B,No,FSAS - Random 5261
1345678901235,C02,37,B,B,Yes,FSAS - Random 5261
1345678901235,C03,38,C,D,No,FSAS - Random 5261
1345678901235,C04,39,D,B,No,FSAS - Random 5261
1345678901235,C05,40,C,B,No,FSAS - Random 5261
1345678901235,C06,41,B,C,No,FSAS - Random 5261
1345678901235,C07,42,A,A,Yes,FSAS - Random 5261
1345678901235,C08,43,B,A,No,FSAS - Random 5261
1345678901235,C09,44,A,D,No,FSAS - Random 5261
1345678901235,C10,45,C,B,No,FSAS - Random 5261
