StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
2456789012346,A01,1,D,D,Yes,FSAS - Random 5261
2456789012346,A02,2,D,A,No,FSAS - Random 5261
2456789012346,A03,3,C,A,No,FSAS - Random 5261
2456789012346,A04,4,B,C,No,FSAS - Random 5261
2456789012346,A05,5,C,D,No,FSAS - Random 5261
2456789012346,A06,6,D,A,No,FSAS - Random 5261
2456789012346,A07,7,C,D,No,FSAS - Random 5261
2456789012346,A08,8,B,A,No,FSAS - Random 5261
2456789012346,A09,9,C,A,No,FSAS - Random 5261
2456789012346,A10,10,D,B,No,FSAS - Random 5261
2456789012346,A11,11,C,B,No,FSAS - Random 5261
2456789012346,A12,12,B,D,No,FSAS - Random 5261
2456789012346,A13,13,A,A,Yes,FSAS - Random 5261
2456789012346,A14,14,A,D,No,FSAS - Random 5261
2456789012346,A15,15,B,B,Yes,FSAS - Random 5261
2456789012346,A16,16,C,C,Yes,FSAS - Random 5261
2456789012346,A17,17,B,A,No,FSAS - Random 5261
2456789012346,A18,18,C,C,Yes,FSAS - Random 5261
2456789012346,A19,19,B,B,Yes,FSAS - Random 5261
2456789012346,A20,20,C,A,No,FSAS - Random 5261
2456789012346,B01,21,A,A,Yes,FSAS - Random 5261
2456789012346,B02,22,B,A,No,FSAS - Random 5261
2456789012346,B03,23,C,C,Yes,FSAS - Random 5261
2456789012346,B04,24,D,B,No,FSAS - Random 5261
2456789012346,B05,25,C,A,No,FSAS - Random 5261
2456789012346,B06,26,B,D,No,FSAS - Random 5261
2456789012346,B07,27,A,B,No,FSAS - Random 5261
2456789012346,B08,28,B,C,No,FSAS - Random 5261
2456789012346,B09,29,C,A,No,FSAS - Random 5261
2456789012346,B10,30,B,B,Yes,FSAS - Random 5261
2456789012346,B11,31,"multiple(A,C)",A,No,FSAS - Random 5261
2456789012346,B12,32,D,A,No,FSAS - Random 5261
2456789012346,B13,33,B,C,No,FSAS - Random 5261
2456789012346,B14,34,A,D,No,FSAS - Random 5261
2456789012346,B15,35,A,B,No,FSAS - Random 5261
2456789012346,C01,36,C,B,No,FSAS - Random 5261
2456789012346,C02,37,B,B,Yes,FSAS - Random 5261
2456789012346,C03,38,A,D,No,FSAS - Random 5261
2456789012346,C04,39,B,B,Yes,FSAS - Random 5261
2456789012346,C05,40,C,B,No,FSAS - Random 5261
2456789012346,C06,41,D,C,No,FSAS - Random 5261
2456789012346,C07,42,C,A,No,FSAS - Random 5261
2456789012346,C08,43,D,A,No,FSAS - Random 5261
2456789012346,C09,44,B,D,No,FSAS - Random 5261
2456789012346,C10,45,A,B,No,FSAS - Random 5261
