StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
2456789012346,A01,1,D,D,Yes,FSAS - Random 5261
2456789012346,A02,2,C,A,No,FSAS - Random 5261
2456789012346,A03,3,B,A,No,FSAS - Random 5261
2456789012346,A04,4,C,C,Yes,FSAS - Random 5261
2456789012346,A05,5,D,D,Yes,FSAS - Random 5261
2456789012346,A06,6,C,A,No,FSAS - Random 5261
2456789012346,A07,7,B,D,No,FSAS - Random 5261
2456789012346,A08,8,C,A,No,FSAS - Random 5261
2456789012346,A09,9,D,A,No,FSAS - Random 5261
2456789012346,A10,10,C,B,No,FSAS - Random 5261
2456789012346,A11,11,B,B,Yes,FSAS - Random 5261
2456789012346,A12,12,A,D,No,FSAS - Random 5261
2456789012346,A13,13,A,A,Yes,FSAS - Random 5261
2456789012346,A14,14,B,D,No,FSAS - Random 5261
2456789012346,A15,15,C,B,No,FSAS - Random 5261
2456789012346,A16,16,B,C,No,FSAS - Random 5261
2456789012346,A17,17,C,A,No,FSAS - Random 5261
2456789012346,A18,18,B,C,No,FSAS - Random 5261
2456789012346,A19,19,C,B,No,FSAS - Random 5261
2456789012346,A20,20,D,A,No,FSAS - Random 5261
2456789012346,B01,21,B,A,No,FSAS - Random 5261
2456789012346,B02,22,C,A,No,FSAS - Random 5261
2456789012346,B03,23,D,C,No,FSAS - Random 5261
2456789012346,B04,24,C,B,No,FSAS - Random 5261
2456789012346,B05,25,B,A,No,FSAS - Random 5261
2456789012346,B06,26,A,D,No,FSAS - Random 5261
2456789012346,B07,27,B,B,Yes,FSAS - Random 5261
2456789012346,B08,28,C,C,Yes,FSAS - Random 5261
2456789012346,B09,29,B,A,No,FSAS - Random 5261
2456789012346,B10,30,"multiple(A,C)",B,No,FSAS - Random 5261
2456789012346,B11,31,D,A,No,FSAS - Random 5261
2456789012346,B12,32,B,A,No,FSAS - Random 5261
2456789012346,B13,33,A,C,No,FSAS - Random 5261
2456789012346,B14,34,A,D,No,FSAS - Random 5261
2456789012346,B15,35,C,B,No,FSAS - Random 5261
2456789012346,C01,36,B,B,Yes,FSAS - Random 5261
2456789012346,C02,37,A,B,No,FSAS - Random 5261
2456789012346,C03,38,B,D,No,FSAS - Random 5261
2456789012346,C04,39,C,B,No,FSAS - Random 5261
2456789012346,C05,40,D,B,No,FSAS - Random 5261
2456789012346,C06,41,C,C,Yes,FSAS - Random 5261
2456789012346,C07,42,D,A,No,FSAS - Random 5261
2456789012346,C08,43,B,A,No,FSAS - Random 5261
2456789012346,C09,44,A,D,No,FSAS - Random 5261
2456789012346,C10,45,B,B,Yes,FSAS - Random 5261
