StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1456789012347,A01,1,C,D,No,FSAS - Random 5261
1456789012347,A02,2,C,A,No,FSAS - Random 5261
1456789012347,A03,3,B,A,No,FSAS - Random 5261
1456789012347,A04,4,A,C,No,FSAS - Random 5261
1456789012347,A05,5,no response,D,No,FSAS - Random 5261
1456789012347,A06,6,no response,A,No,FSAS - Random 5261
1456789012347,A07,7,A,D,No,FSAS - Random 5261
1456789012347,A08,8,B,A,No,FSAS - Random 5261
1456789012347,A09,9,B,A,No,FSAS - Random 5261
1456789012347,A10,10,B,B,Yes,FSAS - Random 5261
1456789012347,A11,11,A,B,No,FSAS - Random 5261
1456789012347,A12,12,B,D,No,FSAS - Random 5261
1456789012347,A13,13,C,A,No,FSAS - Random 5261
1456789012347,A14,14,B,D,No,FSAS - Random 5261
1456789012347,A15,15,A,B,No,FSAS - Random 5261
1456789012347,A16,16,B,C,No,FSAS - Random 5261
1456789012347,A17,17,A,A,Yes,FSAS - Random 5261
1456789012347,A18,18,A,C,No,FSAS - Random 5261
1456789012347,A19,19,B,B,Yes,FSAS - Random 5261
1456789012347,A20,20,C,A,No,FSAS - Random 5261
1456789012347,B01,21,A,A,Yes,FSAS - Random 5261
1456789012347,B02,22,A,A,Yes,FSAS - Random 5261
1456789012347,B03,23,B,C,No,FSAS - Random 5261
1456789012347,B04,24,C,B,No,FSAS - Random 5261
1456789012347,B05,25,B,A,No,FSAS - Random 5261
1456789012347,B06,26,A,D,No,FSAS - Random 5261
1456789012347,B07,27,B,B,Yes,FSAS - Random 5261
1456789012347,B08,28,A,C,No,FSAS - Random 5261
1456789012347,B09,29,A,A,Yes,FSAS - Random 5261
1456789012347,B10,30,B,B,Yes,FSAS - Random 5261
1456789012347,B11,31,A,A,Yes,FSAS - Random 5261
1456789012347,B12,32,no response,A,No,FSAS - Random 5261
1456789012347,B13,33,A,C,No,FSAS - Random 5261
1456789012347,B14,34,B,D,No,FSAS - Random 5261
1456789012347,B15,35,A,B,No,FSAS - Random 5261
1456789012347,C01,36,B,B,Yes,FSAS - Random 5261
1456789012347,C02,37,C,B,No,FSAS - Random 5261
1456789012347,C03,38,B,D,No,FSAS - Random 5261
1456789012347,C04,39,A,B,No,FSAS - Random 5261
1456789012347,C05,40,C,B,No,FSAS - Random 5261
1456789012347,C06,41,B,C,No,FSAS - Random 5261
1456789012347,C07,42,B,A,No,FSAS - Random 5261
1456789012347,C08,43,A,A,Yes,FSAS - Random 5261
1456789012347,C09,44,C,D,No,FSAS - Random 5261
1456789012347,C10,45,"multiple(B,D)",B,No,FSAS - Random 5261
