StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1234567890123,A01,1,no response,D,No,FSAS - Random 5261
1234567890123,A02,2,no response,A,No,FSAS - Random 5261
1234567890123,A03,3,A,A,Yes,FSAS - Random 5261
1234567890123,A04,4,no response,C,No,FSAS - Random 5261
1234567890123,A05,5,no response,D,No,FSAS - Random 5261
1234567890123,A06,6,A,A,Yes,FSAS - Random 5261
1234567890123,A07,7,B,D,No,FSAS - Random 5261
1234567890123,A08,8,A,A,Yes,FSAS - Random 5261
1234567890123,A09,9,no response,A,No,FSAS - Random 5261
1234567890123,A10,10,A,B,No,FSAS - Random 5261
1234567890123,A11,11,no response,B,No,FSAS - Random 5261
1234567890123,A12,12,A,D,No,FSAS - Random 5261
1234567890123,A13,13,no response,A,No,FSAS - Random 5261
1234567890123,A14,14,B,D,No,FSAS - Random 5261
1234567890123,A15,15,C,B,No,FSAS - Random 5261
1234567890123,A16,16,A,C,No,FSAS - Random 5261
1234567890123,A17,17,no response,A,No,FSAS - Random 5261
1234567890123,A18,18,A,C,No,FSAS - Random 5261
1234567890123,A19,19,no response,B,No,FSAS - Random 5261
1234567890123,A20,20,no response,A,No,FSAS - Random 5261
1234567890123,B01,21,no response,A,No,FSAS - Random 5261
1234567890123,B02,22,A,A,Yes,FSAS - Random 5261
1234567890123,B03,23,A,C,No,FSAS - Random 5261
1234567890123,B04,24,no response,B,No,FSAS - Random 5261
1234567890123,B05,25,no response,A,No,FSAS - Random 5261
1234567890123,B06,26,A,D,No,FSAS - Random 5261
1234567890123,B07,27,no response,B,No,FSAS - Random 5261
1234567890123,B08,28,no response,C,No,FSAS - Random 5261
1234567890123,B09,29,no response,A,No,FSAS - Random 5261
1234567890123,B10,30,A,B,No,FSAS - Random 5261
1234567890123,B11,31,no response,A,No,FSAS - Random 5261
1234567890123,B12,32,A,A,Yes,FSAS - Random 5261
1234567890123,B13,33,no response,C,No,FSAS - Random 5261
1234567890123,B14,34,B,D,No,FSAS - Random 5261
1234567890123,B15,35,A,B,No,FSAS - Random 5261
1234567890123,C01,36,no response,B,No,FSAS - Random 5261
1234567890123,C02,37,no response,B,No,FSAS - Random 5261
1234567890123,C03,38,A,D,No,FSAS - Random 5261
1234567890123,C04,39,B,B,Yes,FSAS - Random 5261
1234567890123,C05,40,no response,B,No,FSAS - Random 5261
1234567890123,C06,41,C,C,Yes,FSAS - Random 5261
1234567890123,C07,42,D,A,No,FSAS - Random 5261
1234567890123,C08,43,C,A,No,FSAS - Random 5261
1234567890123,C09,44,B,D,No,FSAS - Random 5261
1234567890123,C10,45,no response,B,No,FSAS - Random 5261
