StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1234567890123,A01,1,no response,D,No,FSAS - Random 5261
1234567890123,A02,2,A,A,Yes,FSAS - Random 5261
1234567890123,A03,3,B,A,No,FSAS - Random 5261
1234567890123,A04,4,no response,C,No,FSAS - Random 5261
1234567890123,A05,5,A,D,No,FSAS - Random 5261
1234567890123,A06,6,B,A,No,FSAS - Random 5261
1234567890123,A07,7,C,D,No,FSAS - Random 5261
1234567890123,A08,8,B,A,No,FSAS - Random 5261
1234567890123,A09,9,A,A,Yes,FSAS - Random 5261
1234567890123,A10,10,B,B,Yes,FSAS - Random 5261
1234567890123,A11,11,no response,B,No,FSAS - Random 5261
1234567890123,A12,12,B,D,No,FSAS - Random 5261
1234567890123,A13,13,no response,A,No,FSAS - Random 5261
1234567890123,A14,14,C,D,No,FSAS - Random 5261
1234567890123,A15,15,D,B,No,FSAS - Random 5261
1234567890123,A16,16,B,C,No,FSAS - Random 5261
1234567890123,A17,17,A,A,Yes,FSAS - Random 5261
1234567890123,A18,18,B,C,No,FSAS - Random 5261
1234567890123,A19,19,A,B,No,FSAS - Random 5261
1234567890123,A20,20,no response,A,No,FSAS - Random 5261
1234567890123,B01,21,no response,A,No,FSAS - Random 5261
1234567890123,B02,22,B,A,No,FSAS - Random 5261
1234567890123,B03,23,B,C,No,FSAS - Random 5261
1234567890123,B04,24,A,B,No,FSAS - Random 5261
1234567890123,B05,25,no response,A,No,FSAS - Random 5261
1234567890123,B06,26,B,D,No,FSAS - Random 5261
1234567890123,B07,27,no response,B,No,FSAS - Random 5261
1234567890123,B08,28,no response,C,No,FSAS - Random 5261
1234567890123,B09,29,no response,A,No,FSAS - Random 5261
1234567890123,B10,30,B,B,Yes,FSAS - Random 5261
1234567890123,B11,31,no response,A,No,FSAS - Random 5261
1234567890123,B12,32,B,A,No,FSAS - Random 5261
1234567890123,B13,33,no response,C,No,FSAS - Random 5261
1234567890123,B14,34,C,D,No,FSAS - Random 5261
1234567890123,B15,35,B,B,Yes,FSAS - Random 5261
1234567890123,B16,36,A,B,No,FSAS - Random 5261
1234567890123,B17,37,no response,B,No,FSAS - Random 5261
1234567890123,B18,38,no response,D,No,FSAS - Random 5261
1234567890123,B19,39,no response,B,No,FSAS - Random 5261
1234567890123,B20,40,no response,B,No,FSAS - Random 5261
1234567890123,C01,41,no response,C,No,FSAS - Random 5261
1234567890123,C02,42,no response,A,No,FSAS - Random 5261
1234567890123,C03,43,A,A,Yes,FSAS - Random 5261
1234567890123,C04,44,B,D,No,FSAS - Random 5261
1234567890123,C05,45,no response,B,No,FSAS - Random 5261
1234567890123,C06,46,C,N/A,No,FSAS - Random 5261
1234567890123,C07,47,D,N/A,No,FSAS - Random 5261
1234567890123,C08,48,C,N/A,No,FSAS - Random 5261
1234567890123,C09,49,B,N/A,No,FSAS - Random 5261
1234567890123,C10,50,no response,N/A,No,FSAS - Random 5261
1234567890123,C11,51,B,N/A,No,FSAS - Random 5261
1234567890123,C12,52,no response,N/A,No,FSAS - Random 5261
1234567890123,C13,53,no response,N/A,No,FSAS - Random 5261
1234567890123,C14,54,no response,N/A,No,FSAS - Random 5261
1234567890123,C15,55,no response,N/A,No,FSAS - Random 5261
1234567890123,C16,56,no response,N/A,No,FSAS - Random 5261
1234567890123,C17,57,no response,N/A,No,FSAS - Random 5261
1234567890123,C18,58,no response,N/A,No,FSAS - Random 5261
1234567890123,C19,59,no response,N/A,No,FSAS - Random 5261
1234567890123,C20,60,no response,N/A,No,FSAS - Random 5261
