StudentID,ROIKey,Index,Detected,Correct,IsOK,AnswerKey
1345678901235,A01,1,no response,D,No,FSAS - Random 5261
1345678901235,A02,2,B,A,No,FSAS - Random 5261
1345678901235,A03,3,A,A,Yes,FSAS - Random 5261
1345678901235,A04,4,B,C,No,FSAS - Random 5261
1345678901235,A05,5,C,D,No,FSAS - Random 5261
1345678901235,A06,6,C,A,No,FSAS - Random 5261
1345678901235,A07,7,B,D,No,FSAS - Random 5261
1345678901235,A08,8,A,A,Yes,FSAS - Random 5261
1345678901235,A09,9,no response,A,No,FSAS - Random 5261
1345678901235,A10,10,A,B,No,FSAS - Random 5261
1345678901235,A11,11,no response,B,No,FSAS - Random 5261
1345678901235,A12,12,B,D,No,FSAS - Random 5261
1345678901235,A13,13,C,A,No,FSAS - Random 5261
1345678901235,A14,14,B,D,No,FSAS - Random 5261
1345678901235,A15,15,A,B,No,FSAS - Random 5261
1345678901235,A16,16,A,C,No,FSAS - Random 5261
1345678901235,A17,17,no response,A,No,FSAS - Random 5261
1345678901235,A18,18,B,C,No,FSAS - Random 5261
1345678901235,A19,19,A,B,No,FSAS - Random 5261
1345678901235,A20,20,B,A,No,FSAS - Random 5261
1345678901235,B01,21,no response,A,No,FSAS - Random 5261
1345678901235,B02,22,A,A,Yes,FSAS - Random 5261
1345678901235,B03,23,no response,C,No,FSAS - Random 5261
1345678901235,B04,24,A,B,No,FSAS - Random 5261
1345678901235,B05,25,A,A,Yes,FSAS - Random 5261
1345678901235,B06,26,B,D,No,FSAS - Random 5261
1345678901235,B07,27,C,B,No,FSAS - Random 5261
1345678901235,B08,28,B,C,No,FSAS - Random 5261
1345678901235,B09,29,A,A,Yes,FSAS - Random 5261
1345678901235,B10,30,B,B,Yes,FSAS - Random 5261
1345678901235,B11,31,no response,A,No,FSAS - Random 5261
1345678901235,B12,32,B,A,No,FSAS - Random 5261
1345678901235,B13,33,A,C,No,FSAS - Random 5261
1345678901235,B14,34,no response,D,No,FSAS - Random 5261
1345678901235,B15,35,A,B,No,FSAS - Random 5261
1345678901235,C01,36,no response,B,No,FSAS - Random 5261
1345678901235,C02,37,B,B,Yes,FSAS - Random 5261
1345678901235,C03,38,C,D,No,FSAS - Random 5261
1345678901235,C04,39,D,B,No,FSAS - Random 5261
1345678901235,C05,40,C,B,No,FSAS - Random 5261
1345678901235,C06,41,B,C,No,FSAS - Random 5261
1345678901235,C07,42,A,A,Yes,FSAS - Random 5261
1345678901235,C08,43,B,A,No,FSAS - Random 5261
1345678901235,C09,44,A,D,No,FSAS - Random 5261
1345678901235,C10,45,C,B,No,FSAS - Random 5261
